sms,amount,transaction_type,bank,merchant,account,date,reference,category
Rs 7338.95 debited to Amazon from your A/c x6329 on 09/01/2024. Ref 9753943188,7338.95,debited,ICICI,Amazon,x6329,09/01/2024,9753943188,Shopping
Rs 9737.56 credited to Flipkart from your A/c x1984 on 25/10/2023. Ref 8400823547,9737.56,credited,HSBC,Flipkart,x1984,25/10/2023,8400823547,Grocery
Rs 2179.44 debited to Uber from your A/c x8347 on 29/07/2024. Ref 8514804458,2179.44,debited,HSBC,Uber,x8347,29/07/2024,8514804458,Shopping
Rs 4394.99 credited to Flipkart from your A/c x6352 on 09/03/2024. Ref 4362152905,4394.99,credited,ICICI,Flipkart,x6352,09/03/2024,4362152905,Grocery
Rs 7820.61 sent to Flipkart from your A/c x2422 on 12/09/2023. Ref 7438961459,7820.61,sent,Axis,Flipkart,x2422,12/09/2023,7438961459,Grocery
Rs 9127.69 credited to Zomato from your A/c x1376 on 03/01/2024. Ref 3311013684,9127.69,credited,Axis,Zomato,x1376,03/01/2024,3311013684,Food
Rs 8017.44 sent to BigBasket from your A/c x8578 on 30/10/2023. Ref 9984130364,8017.44,sent,HDFC,BigBasket,x8578,30/10/2023,9984130364,Transport
Rs 9077.59 sent to Flipkart from your A/c x2889 on 11/11/2023. Ref 7188746325,9077.59,sent,ICICI,Flipkart,x2889,11/11/2023,7188746325,Grocery
Rs 838.38 sent to Zomato from your A/c x3802 on 30/04/2023. Ref 7033743205,838.38,sent,Axis,Zomato,x3802,30/04/2023,7033743205,Food
Rs 740.7 debited to Zomato from your A/c x8257 on 30/03/2024. Ref 8413686447,740.7,debited,SBI,Zomato,x8257,30/03/2024,8413686447,Food
Rs 6649.29 credited to Amazon from your A/c x3267 on 03/08/2024. Ref 4436856751,6649.29,credited,Kotak,Amazon,x3267,03/08/2024,4436856751,Shopping
Rs 1275.18 debited to BigBasket from your A/c x7033 on 26/12/2024. Ref 3206938425,1275.18,debited,HDFC,BigBasket,x7033,26/12/2024,3206938425,Transport
Rs 6681.48 credited to Swiggy from your A/c x3162 on 05/12/2023. Ref 2689536806,6681.48,credited,Axis,Swiggy,x3162,05/12/2023,2689536806,Food
Rs 5764.55 credited to Zomato from your A/c x8455 on 14/05/2023. Ref 2306768461,5764.55,credited,HDFC,Zomato,x8455,14/05/2023,2306768461,Food
Rs 9578.55 debited to Flipkart from your A/c x7925 on 31/07/2024. Ref 1705094449,9578.55,debited,ICICI,Flipkart,x7925,31/07/2024,1705094449,Grocery
Rs 3821.58 sent to BigBasket from your A/c x7494 on 02/04/2024. Ref 4623625011,3821.58,sent,ICICI,BigBasket,x7494,02/04/2024,4623625011,Transport
Rs 3582.43 debited to Uber from your A/c x9172 on 30/05/2024. Ref 1671558429,3582.43,debited,Axis,Uber,x9172,30/05/2024,1671558429,Shopping
Rs 3295.87 sent to Uber from your A/c x8638 on 21/09/2023. Ref 6084234697,3295.87,sent,HDFC,Uber,x8638,21/09/2023,6084234697,Shopping
Rs 6393.83 sent to Flipkart from your A/c x3319 on 03/01/2025. Ref 6976198082,6393.83,sent,Axis,Flipkart,x3319,03/01/2025,6976198082,Grocery
Rs 3783.57 sent to BigBasket from your A/c x2422 on 29/05/2024. Ref 5833602272,3783.57,sent,HDFC,BigBasket,x2422,29/05/2024,5833602272,Transport
Rs 2327.71 received to Uber from your A/c x9324 on 04/07/2023. Ref 8922330023,2327.71,received,SBI,Uber,x9324,04/07/2023,8922330023,Shopping
Rs 5302.14 credited to Flipkart from your A/c x5506 on 18/01/2024. Ref 2253233813,5302.14,credited,HDFC,Flipkart,x5506,18/01/2024,2253233813,Grocery
Rs 1767.82 sent to Zomato from your A/c x1671 on 23/12/2023. Ref 8234227741,1767.82,sent,Kotak,Zomato,x1671,23/12/2023,8234227741,Food
Rs 3378.26 credited to Flipkart from your A/c x5444 on 25/10/2024. Ref 4848912221,3378.26,credited,Axis,Flipkart,x5444,25/10/2024,4848912221,Grocery
Rs 3355.62 received to Amazon from your A/c x9434 on 03/01/2025. Ref 7505595983,3355.62,received,HSBC,Amazon,x9434,03/01/2025,7505595983,Shopping
Rs 694.36 credited to Zomato from your A/c x5088 on 18/07/2024. Ref 6267183439,694.36,credited,ICICI,Zomato,x5088,18/07/2024,6267183439,Food
Rs 2852.76 credited to Zomato from your A/c x6672 on 24/05/2023. Ref 7259417038,2852.76,credited,ICICI,Zomato,x6672,24/05/2023,7259417038,Food
Rs 3912.08 credited to Flipkart from your A/c x8342 on 16/09/2023. Ref 2225052983,3912.08,credited,SBI,Flipkart,x8342,16/09/2023,2225052983,Grocery
Rs 9246.61 sent to BigBasket from your A/c x3921 on 09/02/2025. Ref 7103017158,9246.61,sent,Kotak,BigBasket,x3921,09/02/2025,7103017158,Transport
Rs 9897.49 debited to Uber from your A/c x5175 on 07/08/2023. Ref 4215276213,9897.49,debited,Axis,Uber,x5175,07/08/2023,4215276213,Shopping
Rs 3090.82 sent to Uber from your A/c x5073 on 28/06/2023. Ref 7006099038,3090.82,sent,HDFC,Uber,x5073,28/06/2023,7006099038,Shopping
Rs 4763.5 debited to BigBasket from your A/c x2684 on 02/05/2024. Ref 7293527319,4763.5,debited,SBI,BigBasket,x2684,02/05/2024,7293527319,Transport
Rs 7990.97 credited to Uber from your A/c x1709 on 09/11/2024. Ref 1838301022,7990.97,credited,HDFC,Uber,x1709,09/11/2024,1838301022,Shopping
Rs 7526.85 received to Amazon from your A/c x9112 on 19/01/2024. Ref 3019260535,7526.85,received,SBI,Amazon,x9112,19/01/2024,3019260535,Shopping
Rs 9126.68 debited to Amazon from your A/c x7099 on 05/07/2023. Ref 3451052781,9126.68,debited,Kotak,Amazon,x7099,05/07/2023,3451052781,Shopping
Rs 172.68 credited to BigBasket from your A/c x2088 on 17/01/2024. Ref 2813493418,172.68,credited,SBI,BigBasket,x2088,17/01/2024,2813493418,Transport
Rs 1797.67 debited to Amazon from your A/c x5957 on 10/03/2024. Ref 9175368325,1797.67,debited,ICICI,Amazon,x5957,10/03/2024,9175368325,Shopping
Rs 934.25 credited to Zomato from your A/c x1906 on 11/03/2025. Ref 6125288814,934.25,credited,ICICI,Zomato,x1906,11/03/2025,6125288814,Food
Rs 770.6 received to Uber from your A/c x6807 on 18/06/2024. Ref 8785546570,770.6,received,ICICI,Uber,x6807,18/06/2024,8785546570,Shopping
Rs 1212.92 credited to Uber from your A/c x4801 on 25/12/2023. Ref 1584782644,1212.92,credited,Kotak,Uber,x4801,25/12/2023,1584782644,Shopping
Rs 6598.11 debited to BigBasket from your A/c x1881 on 28/12/2023. Ref 9470068091,6598.11,debited,Axis,BigBasket,x1881,28/12/2023,9470068091,Transport
Rs 283.61 debited to BigBasket from your A/c x2877 on 16/08/2024. Ref 2739325618,283.61,debited,Kotak,BigBasket,x2877,16/08/2024,2739325618,Transport
Rs 4685.75 sent to Uber from your A/c x4834 on 09/08/2023. Ref 8660702655,4685.75,sent,ICICI,Uber,x4834,09/08/2023,8660702655,Shopping
Rs 1817.84 credited to Zomato from your A/c x2941 on 20/01/2025. Ref 8900135501,1817.84,credited,HSBC,Zomato,x2941,20/01/2025,8900135501,Food
Rs 7666.24 sent to Uber from your A/c x4488 on 17/05/2023. Ref 9825560833,7666.24,sent,SBI,Uber,x4488,17/05/2023,9825560833,Shopping
Rs 1978.57 debited to Swiggy from your A/c x8684 on 21/07/2024. Ref 7503134666,1978.57,debited,Axis,Swiggy,x8684,21/07/2024,7503134666,Food
Rs 259.56 sent to Flipkart from your A/c x4501 on 17/04/2024. Ref 1028738757,259.56,sent,SBI,Flipkart,x4501,17/04/2024,1028738757,Grocery
Rs 9369.9 credited to Amazon from your A/c x8294 on 26/02/2024. Ref 5249760437,9369.9,credited,SBI,Amazon,x8294,26/02/2024,5249760437,Shopping
Rs 3650.34 credited to BigBasket from your A/c x8018 on 01/11/2024. Ref 5916865381,3650.34,credited,ICICI,BigBasket,x8018,01/11/2024,5916865381,Transport
Rs 6599.08 received to BigBasket from your A/c x1786 on 25/11/2023. Ref 9556634906,6599.08,received,SBI,BigBasket,x1786,25/11/2023,9556634906,Transport
Rs 7993.85 credited to Swiggy from your A/c x5098 on 15/06/2023. Ref 3586853403,7993.85,credited,HSBC,Swiggy,x5098,15/06/2023,3586853403,Food
Rs 4739.66 sent to BigBasket from your A/c x4996 on 04/05/2024. Ref 1757911980,4739.66,sent,Kotak,BigBasket,x4996,04/05/2024,1757911980,Transport
Rs 3785.52 sent to Swiggy from your A/c x9826 on 16/10/2023. Ref 9486353939,3785.52,sent,Axis,Swiggy,x9826,16/10/2023,9486353939,Food
Rs 7222.58 received to BigBasket from your A/c x4294 on 08/11/2023. Ref 7662857691,7222.58,received,SBI,BigBasket,x4294,08/11/2023,7662857691,Transport
Rs 3067.95 received to BigBasket from your A/c x6612 on 18/04/2024. Ref 1656818407,3067.95,received,SBI,BigBasket,x6612,18/04/2024,1656818407,Transport
Rs 9852.51 credited to Uber from your A/c x6237 on 30/05/2024. Ref 3503467481,9852.51,credited,HSBC,Uber,x6237,30/05/2024,3503467481,Shopping
Rs 5533.07 credited to Swiggy from your A/c x5962 on 30/01/2024. Ref 9644435814,5533.07,credited,SBI,Swiggy,x5962,30/01/2024,9644435814,Food
Rs 1412.48 debited to Amazon from your A/c x5700 on 02/07/2024. Ref 1446007527,1412.48,debited,Kotak,Amazon,x5700,02/07/2024,1446007527,Shopping
Rs 2639.66 received to Zomato from your A/c x5197 on 09/07/2024. Ref 3382986535,2639.66,received,HSBC,Zomato,x5197,09/07/2024,3382986535,Food
Rs 5818.12 sent to Amazon from your A/c x4713 on 13/07/2024. Ref 6828706230,5818.12,sent,HSBC,Amazon,x4713,13/07/2024,6828706230,Shopping
Rs 771.29 credited to Amazon from your A/c x1792 on 11/12/2023. Ref 2611208151,771.29,credited,SBI,Amazon,x1792,11/12/2023,2611208151,Shopping
Rs 3511.35 debited to Flipkart from your A/c x2637 on 25/03/2024. Ref 9026411564,3511.35,debited,Axis,Flipkart,x2637,25/03/2024,9026411564,Grocery
Rs 5374.66 credited to Zomato from your A/c x6846 on 15/03/2025. Ref 1485185441,5374.66,credited,HDFC,Zomato,x6846,15/03/2025,1485185441,Food
Rs 913.63 received to Zomato from your A/c x1257 on 08/12/2023. Ref 8615654029,913.63,received,Axis,Zomato,x1257,08/12/2023,8615654029,Food
Rs 5503.38 sent to BigBasket from your A/c x2874 on 07/07/2024. Ref 4744434278,5503.38,sent,SBI,BigBasket,x2874,07/07/2024,4744434278,Transport
Rs 4256.94 credited to Amazon from your A/c x7929 on 01/01/2024. Ref 9684926338,4256.94,credited,HDFC,Amazon,x7929,01/01/2024,9684926338,Shopping
Rs 5868.92 credited to BigBasket from your A/c x4106 on 11/01/2024. Ref 1351273878,5868.92,credited,ICICI,BigBasket,x4106,11/01/2024,1351273878,Transport
Rs 5257.86 received to BigBasket from your A/c x7054 on 11/07/2023. Ref 6123746020,5257.86,received,Kotak,BigBasket,x7054,11/07/2023,6123746020,Transport
Rs 1157.68 sent to Amazon from your A/c x3067 on 19/08/2023. Ref 1092535427,1157.68,sent,ICICI,Amazon,x3067,19/08/2023,1092535427,Shopping
Rs 7376.13 debited to Uber from your A/c x9788 on 24/03/2023. Ref 6881541459,7376.13,debited,HSBC,Uber,x9788,24/03/2023,6881541459,Shopping
Rs 6460.63 received to Uber from your A/c x6680 on 02/03/2024. Ref 8400504025,6460.63,received,Kotak,Uber,x6680,02/03/2024,8400504025,Shopping
Rs 4356.1 credited to Zomato from your A/c x5488 on 17/03/2023. Ref 7126386720,4356.1,credited,SBI,Zomato,x5488,17/03/2023,7126386720,Food
Rs 6611.77 sent to Uber from your A/c x1727 on 21/02/2025. Ref 4689396287,6611.77,sent,HDFC,Uber,x1727,21/02/2025,4689396287,Shopping
Rs 3172.7 sent to BigBasket from your A/c x4159 on 10/12/2024. Ref 7421931757,3172.7,sent,HDFC,BigBasket,x4159,10/12/2024,7421931757,Transport
Rs 758.33 received to BigBasket from your A/c x5029 on 03/07/2024. Ref 6995172021,758.33,received,Kotak,BigBasket,x5029,03/07/2024,6995172021,Transport
Rs 9924.87 sent to Flipkart from your A/c x7806 on 28/12/2024. Ref 7895497293,9924.87,sent,ICICI,Flipkart,x7806,28/12/2024,7895497293,Grocery
Rs 4805.13 received to Uber from your A/c x2367 on 09/05/2024. Ref 6734088123,4805.13,received,ICICI,Uber,x2367,09/05/2024,6734088123,Shopping
Rs 5493.58 sent to Flipkart from your A/c x8574 on 31/10/2023. Ref 7001362887,5493.58,sent,Kotak,Flipkart,x8574,31/10/2023,7001362887,Grocery
Rs 1095.86 debited to BigBasket from your A/c x5903 on 08/11/2024. Ref 7483906378,1095.86,debited,Axis,BigBasket,x5903,08/11/2024,7483906378,Transport
Rs 592.35 received to BigBasket from your A/c x8561 on 05/08/2024. Ref 2660517972,592.35,received,HSBC,BigBasket,x8561,05/08/2024,2660517972,Transport
Rs 5476.71 sent to Flipkart from your A/c x1422 on 20/06/2024. Ref 4724188521,5476.71,sent,HSBC,Flipkart,x1422,20/06/2024,4724188521,Grocery
Rs 7114.71 sent to Flipkart from your A/c x6774 on 06/09/2023. Ref 5274784540,7114.71,sent,HSBC,Flipkart,x6774,06/09/2023,5274784540,Grocery
Rs 8511.75 credited to Swiggy from your A/c x7871 on 16/11/2024. Ref 3499107528,8511.75,credited,SBI,Swiggy,x7871,16/11/2024,3499107528,Food
Rs 9615.78 sent to Amazon from your A/c x6229 on 12/11/2023. Ref 9214814937,9615.78,sent,Axis,Amazon,x6229,12/11/2023,9214814937,Shopping
Rs 6028.13 credited to BigBasket from your A/c x3131 on 13/04/2023. Ref 7970683445,6028.13,credited,Axis,BigBasket,x3131,13/04/2023,7970683445,Transport
Rs 3975.95 received to BigBasket from your A/c x4283 on 05/05/2024. Ref 4679498152,3975.95,received,HSBC,BigBasket,x4283,05/05/2024,4679498152,Transport
Rs 6660.27 received to Uber from your A/c x1606 on 07/07/2023. Ref 2962610226,6660.27,received,ICICI,Uber,x1606,07/07/2023,2962610226,Shopping
Rs 3086.56 sent to Uber from your A/c x5497 on 17/03/2024. Ref 5040172816,3086.56,sent,Axis,Uber,x5497,17/03/2024,5040172816,Shopping
Rs 7783.21 credited to Amazon from your A/c x2031 on 13/05/2024. Ref 6306146606,7783.21,credited,HSBC,Amazon,x2031,13/05/2024,6306146606,Shopping
Rs 2110.01 credited to Amazon from your A/c x9701 on 30/05/2023. Ref 7888934201,2110.01,credited,SBI,Amazon,x9701,30/05/2023,7888934201,Shopping
Rs 886.14 credited to Amazon from your A/c x7422 on 13/06/2024. Ref 7644827562,886.14,credited,HSBC,Amazon,x7422,13/06/2024,7644827562,Shopping
Rs 3084.03 debited to Flipkart from your A/c x2303 on 04/05/2023. Ref 1562369644,3084.03,debited,Axis,Flipkart,x2303,04/05/2023,1562369644,Grocery
Rs 2771.76 received to Uber from your A/c x7308 on 24/06/2023. Ref 1614234416,2771.76,received,ICICI,Uber,x7308,24/06/2023,1614234416,Shopping
Rs 100.47 received to Zomato from your A/c x6620 on 01/10/2024. Ref 3318757336,100.47,received,HDFC,Zomato,x6620,01/10/2024,3318757336,Food
Rs 7176.01 debited to Amazon from your A/c x2464 on 27/10/2024. Ref 2205542363,7176.01,debited,ICICI,Amazon,x2464,27/10/2024,2205542363,Shopping
Rs 9519.61 credited to Swiggy from your A/c x2569 on 15/08/2023. Ref 7983085959,9519.61,credited,HSBC,Swiggy,x2569,15/08/2023,7983085959,Food
Rs 2156.28 credited to Zomato from your A/c x1579 on 06/12/2024. Ref 7405520843,2156.28,credited,HSBC,Zomato,x1579,06/12/2024,7405520843,Food
Rs 7402.75 sent to Zomato from your A/c x9414 on 25/01/2025. Ref 8072762647,7402.75,sent,HDFC,Zomato,x9414,25/01/2025,8072762647,Food
Rs 8863.56 debited to Swiggy from your A/c x2306 on 28/05/2024. Ref 3711327727,8863.56,debited,HDFC,Swiggy,x2306,28/05/2024,3711327727,Food
Rs 7714.48 sent to Zomato from your A/c x3130 on 04/03/2024. Ref 1452745058,7714.48,sent,HDFC,Zomato,x3130,04/03/2024,1452745058,Food
Rs 7767.56 sent to Swiggy from your A/c x3499 on 13/01/2025. Ref 9119564411,7767.56,sent,Kotak,Swiggy,x3499,13/01/2025,9119564411,Food
Rs 5700.16 credited to Amazon from your A/c x3018 on 13/09/2023. Ref 5688178483,5700.16,credited,Kotak,Amazon,x3018,13/09/2023,5688178483,Shopping
Rs 9589.69 received to Swiggy from your A/c x8270 on 08/02/2024. Ref 7505518278,9589.69,received,HSBC,Swiggy,x8270,08/02/2024,7505518278,Food
Rs 5868.65 credited to Uber from your A/c x1000 on 22/02/2025. Ref 3799859278,5868.65,credited,ICICI,Uber,x1000,22/02/2025,3799859278,Shopping
Rs 7431.51 credited to Zomato from your A/c x4187 on 22/12/2024. Ref 6656203238,7431.51,credited,Kotak,Zomato,x4187,22/12/2024,6656203238,Food
Rs 1995.58 received to Amazon from your A/c x9796 on 09/10/2023. Ref 2768166859,1995.58,received,ICICI,Amazon,x9796,09/10/2023,2768166859,Shopping
Rs 1272.04 sent to Zomato from your A/c x5328 on 01/07/2023. Ref 7724563309,1272.04,sent,HSBC,Zomato,x5328,01/07/2023,7724563309,Food
Rs 222.08 debited to Flipkart from your A/c x9316 on 23/01/2025. Ref 8523592675,222.08,debited,ICICI,Flipkart,x9316,23/01/2025,8523592675,Grocery
Rs 7291.59 debited to Flipkart from your A/c x4240 on 10/04/2024. Ref 8255780383,7291.59,debited,ICICI,Flipkart,x4240,10/04/2024,8255780383,Grocery
Rs 2173.34 sent to Amazon from your A/c x7474 on 04/01/2024. Ref 8555568067,2173.34,sent,ICICI,Amazon,x7474,04/01/2024,8555568067,Shopping
Rs 7658.37 received to Amazon from your A/c x8305 on 09/08/2024. Ref 7601263562,7658.37,received,Kotak,Amazon,x8305,09/08/2024,7601263562,Shopping
Rs 3270.4 credited to Zomato from your A/c x8411 on 30/06/2024. Ref 7291956071,3270.4,credited,Axis,Zomato,x8411,30/06/2024,7291956071,Food
Rs 2086.96 credited to Amazon from your A/c x5638 on 10/07/2023. Ref 1099763690,2086.96,credited,HDFC,Amazon,x5638,10/07/2023,1099763690,Shopping
Rs 7732.41 received to Swiggy from your A/c x3819 on 07/03/2024. Ref 8026799297,7732.41,received,HDFC,Swiggy,x3819,07/03/2024,8026799297,Food
Rs 7097.72 sent to Flipkart from your A/c x9934 on 03/10/2024. Ref 1847457634,7097.72,sent,Kotak,Flipkart,x9934,03/10/2024,1847457634,Grocery
Rs 3492.54 debited to BigBasket from your A/c x4158 on 28/08/2023. Ref 8232621096,3492.54,debited,Axis,BigBasket,x4158,28/08/2023,8232621096,Transport
Rs 1785.38 sent to Flipkart from your A/c x4620 on 30/09/2024. Ref 1764277231,1785.38,sent,Kotak,Flipkart,x4620,30/09/2024,1764277231,Grocery
Rs 4370.16 debited to Swiggy from your A/c x6671 on 21/03/2023. Ref 2334972746,4370.16,debited,ICICI,Swiggy,x6671,21/03/2023,2334972746,Food
Rs 8778.56 debited to Amazon from your A/c x4266 on 21/02/2025. Ref 6070998695,8778.56,debited,HSBC,Amazon,x4266,21/02/2025,6070998695,Shopping
Rs 2093.19 credited to Zomato from your A/c x4786 on 11/05/2023. Ref 8972686044,2093.19,credited,Kotak,Zomato,x4786,11/05/2023,8972686044,Food
Rs 6572.96 credited to Swiggy from your A/c x7634 on 31/03/2023. Ref 6210932601,6572.96,credited,SBI,Swiggy,x7634,31/03/2023,6210932601,Food
Rs 9876.72 debited to Uber from your A/c x4106 on 29/04/2023. Ref 9296671719,9876.72,debited,HSBC,Uber,x4106,29/04/2023,9296671719,Shopping
Rs 7568.53 debited to Zomato from your A/c x6926 on 17/10/2023. Ref 7654927930,7568.53,debited,Axis,Zomato,x6926,17/10/2023,7654927930,Food
Rs 6283.22 sent to Zomato from your A/c x5625 on 16/08/2023. Ref 1018313802,6283.22,sent,ICICI,Zomato,x5625,16/08/2023,1018313802,Food
Rs 3973.92 debited to Swiggy from your A/c x6863 on 29/01/2025. Ref 9118067048,3973.92,debited,HSBC,Swiggy,x6863,29/01/2025,9118067048,Food
Rs 1464.56 sent to BigBasket from your A/c x3648 on 11/04/2023. Ref 2391470071,1464.56,sent,HSBC,BigBasket,x3648,11/04/2023,2391470071,Transport
Rs 2488.3 received to Swiggy from your A/c x6988 on 05/05/2024. Ref 8117357800,2488.3,received,ICICI,Swiggy,x6988,05/05/2024,8117357800,Food
Rs 2705.34 credited to Zomato from your A/c x6257 on 13/06/2024. Ref 9167349837,2705.34,credited,ICICI,Zomato,x6257,13/06/2024,9167349837,Food
Rs 9240.3 debited to Swiggy from your A/c x5720 on 16/08/2023. Ref 1170376984,9240.3,debited,Axis,Swiggy,x5720,16/08/2023,1170376984,Food
Rs 6478.5 credited to Amazon from your A/c x7081 on 28/07/2023. Ref 8414267561,6478.5,credited,HDFC,Amazon,x7081,28/07/2023,8414267561,Shopping
Rs 5366.97 received to BigBasket from your A/c x3118 on 06/07/2023. Ref 2127391269,5366.97,received,Axis,BigBasket,x3118,06/07/2023,2127391269,Transport
Rs 6763.96 sent to Amazon from your A/c x4877 on 25/03/2023. Ref 2856576020,6763.96,sent,ICICI,Amazon,x4877,25/03/2023,2856576020,Shopping
Rs 3003.75 sent to Zomato from your A/c x8023 on 27/10/2024. Ref 1391403804,3003.75,sent,SBI,Zomato,x8023,27/10/2024,1391403804,Food
Rs 1523.15 sent to Zomato from your A/c x9333 on 13/09/2024. Ref 6956028651,1523.15,sent,Kotak,Zomato,x9333,13/09/2024,6956028651,Food
Rs 3781.06 debited to Zomato from your A/c x2182 on 10/06/2023. Ref 5000318687,3781.06,debited,HDFC,Zomato,x2182,10/06/2023,5000318687,Food
Rs 3663.92 debited to BigBasket from your A/c x1108 on 11/04/2023. Ref 8534458368,3663.92,debited,Kotak,BigBasket,x1108,11/04/2023,8534458368,Transport
Rs 959.15 sent to Swiggy from your A/c x2015 on 01/06/2023. Ref 9965416271,959.15,sent,HDFC,Swiggy,x2015,01/06/2023,9965416271,Food
Rs 8609.98 received to Amazon from your A/c x2049 on 11/08/2024. Ref 7878159711,8609.98,received,HDFC,Amazon,x2049,11/08/2024,7878159711,Shopping
Rs 3040.64 credited to Swiggy from your A/c x7081 on 29/06/2024. Ref 8910765593,3040.64,credited,Axis,Swiggy,x7081,29/06/2024,8910765593,Food
Rs 6436.08 received to Zomato from your A/c x9174 on 22/02/2024. Ref 7275678033,6436.08,received,Kotak,Zomato,x9174,22/02/2024,7275678033,Food
Rs 3047.89 debited to Zomato from your A/c x8949 on 08/05/2023. Ref 8772766042,3047.89,debited,Axis,Zomato,x8949,08/05/2023,8772766042,Food
Rs 9906.95 credited to BigBasket from your A/c x6866 on 13/03/2024. Ref 8060059357,9906.95,credited,Kotak,BigBasket,x6866,13/03/2024,8060059357,Transport
Rs 1576.63 received to Amazon from your A/c x8292 on 17/07/2024. Ref 3221797630,1576.63,received,Axis,Amazon,x8292,17/07/2024,3221797630,Shopping
Rs 1028.33 sent to BigBasket from your A/c x3158 on 26/10/2024. Ref 8030493285,1028.33,sent,Axis,BigBasket,x3158,26/10/2024,8030493285,Transport
Rs 7840.44 sent to Uber from your A/c x9180 on 13/06/2023. Ref 8576627574,7840.44,sent,SBI,Uber,x9180,13/06/2023,8576627574,Shopping
Rs 3420.71 credited to Swiggy from your A/c x5428 on 26/09/2023. Ref 5401788213,3420.71,credited,HSBC,Swiggy,x5428,26/09/2023,5401788213,Food
Rs 5214.09 sent to Flipkart from your A/c x7073 on 02/10/2024. Ref 3512191145,5214.09,sent,SBI,Flipkart,x7073,02/10/2024,3512191145,Grocery
Rs 4341.25 credited to Zomato from your A/c x5681 on 14/08/2024. Ref 6972654794,4341.25,credited,SBI,Zomato,x5681,14/08/2024,6972654794,Food
Rs 7429.08 debited to Uber from your A/c x5622 on 02/12/2024. Ref 9713333907,7429.08,debited,SBI,Uber,x5622,02/12/2024,9713333907,Shopping
Rs 1675.04 received to Swiggy from your A/c x7201 on 23/09/2023. Ref 8459718508,1675.04,received,Kotak,Swiggy,x7201,23/09/2023,8459718508,Food
Rs 7915.58 received to BigBasket from your A/c x5316 on 15/11/2023. Ref 9508069268,7915.58,received,HSBC,BigBasket,x5316,15/11/2023,9508069268,Transport
Rs 4079.37 sent to Zomato from your A/c x8364 on 08/11/2024. Ref 7850312686,4079.37,sent,ICICI,Zomato,x8364,08/11/2024,7850312686,Food
Rs 539.35 debited to Swiggy from your A/c x4658 on 27/04/2024. Ref 6227363869,539.35,debited,HDFC,Swiggy,x4658,27/04/2024,6227363869,Food
Rs 8201.22 debited to Swiggy from your A/c x2802 on 25/08/2023. Ref 9203718304,8201.22,debited,Axis,Swiggy,x2802,25/08/2023,9203718304,Food
Rs 1757.03 received to Swiggy from your A/c x6670 on 29/03/2023. Ref 7779746307,1757.03,received,SBI,Swiggy,x6670,29/03/2023,7779746307,Food
Rs 9942.81 received to BigBasket from your A/c x4847 on 02/04/2023. Ref 2698040436,9942.81,received,HSBC,BigBasket,x4847,02/04/2023,2698040436,Transport
Rs 8769.72 received to Zomato from your A/c x3417 on 08/06/2024. Ref 9339651532,8769.72,received,SBI,Zomato,x3417,08/06/2024,9339651532,Food
Rs 4998.85 debited to Swiggy from your A/c x4256 on 04/05/2024. Ref 3112330021,4998.85,debited,Kotak,Swiggy,x4256,04/05/2024,3112330021,Food
Rs 2018.06 received to Zomato from your A/c x4422 on 10/12/2024. Ref 1042231007,2018.06,received,ICICI,Zomato,x4422,10/12/2024,1042231007,Food
Rs 6170.04 credited to Uber from your A/c x2742 on 15/12/2024. Ref 5210955979,6170.04,credited,Kotak,Uber,x2742,15/12/2024,5210955979,Shopping
Rs 8914.1 sent to Amazon from your A/c x1752 on 31/05/2024. Ref 6819278543,8914.1,sent,Kotak,Amazon,x1752,31/05/2024,6819278543,Shopping
Rs 980.69 received to Zomato from your A/c x1467 on 23/11/2023. Ref 5785614668,980.69,received,Kotak,Zomato,x1467,23/11/2023,5785614668,Food
Rs 6324.78 credited to Zomato from your A/c x4250 on 26/09/2023. Ref 4479963564,6324.78,credited,HDFC,Zomato,x4250,26/09/2023,4479963564,Food
Rs 2533.63 received to Amazon from your A/c x4576 on 27/01/2024. Ref 9921729369,2533.63,received,SBI,Amazon,x4576,27/01/2024,9921729369,Shopping
Rs 4036.56 credited to Flipkart from your A/c x6949 on 11/03/2024. Ref 4969917465,4036.56,credited,ICICI,Flipkart,x6949,11/03/2024,4969917465,Grocery
Rs 3011.46 received to Zomato from your A/c x3343 on 08/05/2024. Ref 7689274375,3011.46,received,ICICI,Zomato,x3343,08/05/2024,7689274375,Food
Rs 1984.04 sent to Zomato from your A/c x1319 on 28/02/2025. Ref 7736700676,1984.04,sent,ICICI,Zomato,x1319,28/02/2025,7736700676,Food
Rs 8613.95 sent to Amazon from your A/c x4748 on 20/11/2023. Ref 3520591085,8613.95,sent,Axis,Amazon,x4748,20/11/2023,3520591085,Shopping
Rs 6251.48 credited to Zomato from your A/c x7329 on 15/06/2024. Ref 7200280655,6251.48,credited,SBI,Zomato,x7329,15/06/2024,7200280655,Food
Rs 3542.29 debited to Amazon from your A/c x4645 on 28/05/2024. Ref 5988162768,3542.29,debited,SBI,Amazon,x4645,28/05/2024,5988162768,Shopping
Rs 254.97 credited to Amazon from your A/c x5545 on 12/06/2023. Ref 3598308790,254.97,credited,HDFC,Amazon,x5545,12/06/2023,3598308790,Shopping
Rs 3242.45 credited to Amazon from your A/c x8284 on 23/08/2024. Ref 8860269468,3242.45,credited,Kotak,Amazon,x8284,23/08/2024,8860269468,Shopping
Rs 5765.25 sent to Amazon from your A/c x3845 on 25/12/2023. Ref 9001112058,5765.25,sent,HDFC,Amazon,x3845,25/12/2023,9001112058,Shopping
